green_initiative,employees,man_exp,foreign,fin_obst,,green_strategy,energy_tax,sector
Green,6,20,Domestic,No obstcale,,Yes,Yes,Hotel and restaurants
Green,5,15,Domestic,Major obstcale,,Yes,Yes,Construction
Green,4,38,Domestic,Moderate obstcale,,No,Yes,Food
Green,60,40,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,85,45,Domestic,Moderate obstcale,,Yes,Yes,Garments
Green,50,30,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,25,30,Domestic,Major obstcale,,Yes,Yes,Manufacturing
Green,70,40,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,20,45,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,27,7,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,30,35,Domestic,Major obstcale,,Yes,Yes,Manufacturing
Green,75,10,Domestic,No obstcale,,No,No,Construction
Green,30,20,Domestic,Severe obstcale,,Yes,Yes,Construction
Green,15,25,Domestic,No obstcale,,Yes,Yes,Retail
Green,20,40,Domestic,Minor obstcale,,No,Yes,Retail
Green,35,25,Domestic,No obstcale,,No,Yes,Services
Green,125,30,Domestic,No obstcale,,Yes,Yes,Food
Green,115,40,Domestic,No obstcale,,Yes,Yes,Food
Green,20,45,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,15,30,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,180,25,Domestic,Moderate obstcale,,Yes,Yes,Garments
Green,100,50,Domestic,Major obstcale,,Yes,Yes,Manufacturing
Green,150,50,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,100,20,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,100,45,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,150,35,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,110,45,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,130,29,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,115,40,Domestic,Minor obstcale,,Yes,Yes,Manufacturing
Green,162,50,Domestic,No obstcale,,No,Yes,Manufacturing
Green,18,33,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,220,50,Domestic,Moderate obstcale,,Yes,Yes,Manufacturing
Green,115,40,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,110,40,Domestic,Severe obstcale,,No,Yes,Construction
Green,100,35,Domestic,Major obstcale,,Yes,Yes,Construction
Green,30,46,Domestic,Minor obstcale,,Yes,Yes,Retail
Green,30,20,Foreign,No obstcale,,Yes,Yes,Retail
Green,150,30,Foreign,No obstcale,,Yes,Yes,Retail
Green,110,30,Domestic,Moderate obstcale,,No,Yes,Wholesale
Green,10,7,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,17,26,Domestic,Major obstcale,,No,No,Garments
Green,13,45,Domestic,Moderate obstcale,,No,No,Garments
Green,5,20,Domestic,Major obstcale,,No,No,Manufacturing
Green,6,18,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,14,8,Domestic,Major obstcale,,No,No,Manufacturing
Green,18,8,Domestic,Major obstcale,,No,No,Manufacturing
Green,6,30,Domestic,Major obstcale,,No,No,Manufacturing
Green,6,32,Domestic,Major obstcale,,No,No,Construction
Green,60,15,Domestic,Major obstcale,,No,No,Food
Green,35,28,Domestic,Major obstcale,,No,No,Food
Green,65,40,Domestic,Major obstcale,,No,No,Food
Green,19,40,Domestic,Severe obstcale,,No,No,Food
Green,120,40,Domestic,Major obstcale,,No,No,Food
Green,48,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,19,20,Domestic,No obstcale,,No,No,Manufacturing
Green,38,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,22,1,Domestic,No obstcale,,No,No,Manufacturing
Green,45,26,Domestic,No obstcale,,No,No,Retail
Green,50,22,Domestic,Minor obstcale,,No,No,Services
Green,234,33,Domestic,Minor obstcale,,No,No,Manufacturing
Green,175,18,Foreign,Minor obstcale,,No,No,Manufacturing
Green,130,30,Domestic,Severe obstcale,,No,No,Manufacturing
Green,210,50,Domestic,Minor obstcale,,No,No,Manufacturing
Green,60,25,Domestic,Major obstcale,,No,No,Manufacturing
Green,140,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,120,25,Domestic,No obstcale,,No,No,Retail
Green,120,59,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,200,35,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,6,19,Domestic,Moderate obstcale,,No,No,Construction
Green,5,20,Domestic,Moderate obstcale,,No,No,Retail
Green,45,30,Domestic,No obstcale,,No,No,Food
Green,58,25,Domestic,Moderate obstcale,,No,No,Garments
Green,25,37,Domestic,No obstcale,,No,No,Manufacturing
Green,117,20,Foreign,No obstcale,,No,No,Manufacturing
Green,12,15,Domestic,Moderate obstcale,,Yes,No,Food
Green,7,7,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,23,10,Domestic,Moderate obstcale,,No,No,Construction
Green,22,10,Domestic,Major obstcale,,No,No,Food
Green,10,20,Domestic,Major obstcale,,No,No,Wholesale
Green,6,40,Domestic,Major obstcale,,No,No,Manufacturing
Green,70,3,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,15,30,Domestic,Severe obstcale,,No,No,Manufacturing
Green,9,20,Domestic,Major obstcale,,No,No,Retail
Green,6,6,Domestic,Moderate obstcale,,No,No,Retail
Green,7,30,Domestic,Major obstcale,,No,No,Retail
Green,60,25,Domestic,Major obstcale,,Yes,No,Food
Green,38,15,Domestic,Minor obstcale,,No,No,Garments
Green,15,40,Domestic,Major obstcale,,No,No,Manufacturing
Green,10,30,Domestic,Severe obstcale,,No,No,Manufacturing
Green,140,30,Domestic,No obstcale,,No,No,Retail
Green,110,25,Domestic,Major obstcale,,Yes,No,Food
Green,100,8,Foreign,Moderate obstcale,,No,Yes,Manufacturing
Green,160,48,Domestic,No obstcale,,No,No,Manufacturing
Green,160,20,Domestic,Moderate obstcale,,No,No,Garments
Green,170,35,Domestic,Severe obstcale,,No,No,Garments
Green,186,12,Foreign,Moderate obstcale,,No,Yes,Manufacturing
Green,145,20,Domestic,Moderate obstcale,,No,No,Construction
Green,110,30,Domestic,Major obstcale,,No,No,Manufacturing
Green,16,40,Domestic,No obstcale,,No,Yes,Food
Green,13,8,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,18,12,Domestic,No obstcale,,No,Yes,Garments
Green,7,8,Domestic,Major obstcale,,No,Yes,Garments
Green,30,30,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,18,17,Domestic,Moderate obstcale,,No,Yes,Construction
Green,13,18,Domestic,Moderate obstcale,,No,Yes,Construction
Green,5,10,Domestic,Moderate obstcale,,No,Yes,Retail
Green,57,8,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,36,10,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,32,25,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,30,30,Domestic,Moderate obstcale,,No,Yes,Hotel and restaurants
Green,131,9,Domestic,Moderate obstcale,,No,Yes,Garments
Green,109,25,Domestic,Major obstcale,,No,Yes,Garments
Green,15,25,Domestic,Minor obstcale,,No,No,Retail
Green,6,50,Domestic,Minor obstcale,,No,No,Retail
Green,8,40,Domestic,No obstcale,,No,No,Retail
Green,7,10,Domestic,No obstcale,,No,No,Manufacturing
Green,7,40,Domestic,No obstcale,,No,No,Manufacturing
Green,8,7,Domestic,Severe obstcale,,Yes,No,Manufacturing
Green,9,50,Domestic,Minor obstcale,,No,No,Retail
Green,6,25,Domestic,Moderate obstcale,,No,No,Retail
Green,6,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,5,10,Domestic,Moderate obstcale,,No,No,Retail
Green,9,7,Domestic,No obstcale,,No,No,Retail
Green,5,32,Domestic,Minor obstcale,,No,No,Services
Green,5,22,Domestic,Major obstcale,,No,No,Manufacturing
Green,6,40,Domestic,Minor obstcale,,No,No,Retail
Green,18,35,Domestic,No obstcale,,No,No,Manufacturing
Green,5,40,Domestic,Severe obstcale,,No,No,Construction
Green,5,15,Domestic,No obstcale,,No,No,Construction
Green,60,30,Domestic,No obstcale,,No,No,Retail
Green,7,8,Domestic,Major obstcale,,Yes,No,Wholesale
Green,7,25,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,5,20,Domestic,Major obstcale,,No,No,Retail
Green,30,25,Domestic,No obstcale,,No,No,Food
Green,50,50,Domestic,No obstcale,,No,No,Retail
Green,30,30,Domestic,Severe obstcale,,No,No,Food
Green,21,20,Domestic,No obstcale,,No,No,Food
Green,78,24,Domestic,No obstcale,,No,No,Food
Green,30,25,Domestic,No obstcale,,No,Yes,Food
Green,40,35,Domestic,Moderate obstcale,,No,No,Retail
Green,30,60,Domestic,No obstcale,,No,No,Retail
Green,20,6,Domestic,No obstcale,,No,No,Hotel and restaurants
Green,160,20,Domestic,No obstcale,,No,No,Manufacturing
Green,100,32,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,73,50,Domestic,No obstcale,,No,No,Manufacturing
Green,34,20,Domestic,No obstcale,,No,No,Manufacturing
Green,22,20,Domestic,Minor obstcale,,No,No,Construction
Green,25,46,Domestic,Minor obstcale,,No,No,Manufacturing
Green,25,13,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,35,40,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,9,8,Domestic,Major obstcale,,No,No,Manufacturing
Green,35,20,Domestic,Moderate obstcale,,No,No,Construction
Green,35,35,Domestic,Minor obstcale,,No,No,Construction
Green,5,30,Domestic,No obstcale,,No,No,Construction
Green,20,10,Domestic,Moderate obstcale,,No,No,Construction
Green,5,14,Domestic,Minor obstcale,,No,No,Construction
Green,20,25,Domestic,No obstcale,,No,No,Construction
Green,100,20,Domestic,No obstcale,,No,No,Construction
Green,5,23,Domestic,Minor obstcale,,No,No,Construction
Green,40,20,Domestic,Moderate obstcale,,No,No,Construction
Green,40,15,Domestic,Severe obstcale,,No,No,Retail
Green,35,16,Domestic,Minor obstcale,,No,No,Retail
Green,10,40,Domestic,No obstcale,,No,No,Retail
Green,26,15,Domestic,Minor obstcale,,No,No,Retail
Green,7,25,Domestic,No obstcale,,No,No,Retail
Green,5,18,Domestic,No obstcale,,No,No,Services
Green,5,35,Domestic,No obstcale,,No,No,Construction
Green,31,28,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,20,30,Domestic,No obstcale,,No,No,Retail
Green,48,20,Domestic,No obstcale,,No,No,Services
Green,150,4,Foreign,No obstcale,,No,No,Food
Green,113,14,Domestic,No obstcale,,No,Yes,Garments
Green,50,40,Domestic,No obstcale,,No,No,Construction
Green,20,20,Domestic,Moderate obstcale,,No,No,Construction
Green,10,10,Domestic,Major obstcale,,No,No,Retail
Green,5,13,Domestic,Major obstcale,,No,Yes,Food
Green,250,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,10,10,Domestic,No obstcale,,No,No,Food
Green,7,9,Domestic,Minor obstcale,,No,No,Food
Green,8,10,Domestic,No obstcale,,No,No,Food
Green,20,25,Domestic,Moderate obstcale,,No,No,Food
Green,5,20,Domestic,Moderate obstcale,,No,No,Food
Green,12,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,10,6,Domestic,Major obstcale,,No,No,Construction
Green,30,14,Domestic,No obstcale,,No,No,Construction
Green,30,10,Domestic,Moderate obstcale,,No,No,Wholesale
Green,8,15,Domestic,Minor obstcale,,No,No,Construction
Green,8,8,Domestic,No obstcale,,No,No,Retail
Green,6,10,Domestic,Moderate obstcale,,No,No,Retail
Green,12,40,Domestic,Moderate obstcale,,No,Yes,Retail
Green,8,15,Domestic,Moderate obstcale,,No,No,Retail
Green,20,20,Domestic,No obstcale,,No,Yes,Retail
Green,5,35,Domestic,Moderate obstcale,,No,No,Food
Green,5,12,Domestic,Minor obstcale,,No,No,Retail
Green,8,14,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,60,21,Domestic,Moderate obstcale,,No,No,Services
Green,8,25,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,30,18,Domestic,Moderate obstcale,,No,No,Food
Green,20,18,Domestic,Moderate obstcale,,No,No,Food
Green,25,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,5,17,Domestic,Moderate obstcale,,No,No,Construction
Green,190,15,Domestic,Moderate obstcale,,No,No,Construction
Green,4,4,Domestic,Moderate obstcale,,No,No,Construction
Green,10,40,Domestic,Moderate obstcale,,No,No,Construction
Green,250,40,Domestic,No obstcale,,No,No,Manufacturing
Green,15,11,Domestic,Major obstcale,,No,No,Retail
Green,26,15,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,32,25,Domestic,Major obstcale,,No,No,Retail
Green,40,15,Domestic,Moderate obstcale,,No,No,Wholesale
Green,24,30,Domestic,Moderate obstcale,,No,No,Services
Green,20,15,Domestic,Moderate obstcale,,No,No,Wholesale
Green,56,28,Domestic,Moderate obstcale,,No,No,Wholesale
Green,23,40,Domestic,Moderate obstcale,,No,No,Wholesale
Green,180,12,Domestic,Moderate obstcale,,No,No,Retail
Green,20,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,30,10,Domestic,Moderate obstcale,,No,No,Services
Green,27,14,Domestic,Moderate obstcale,,No,No,Wholesale
Green,165,35,Domestic,Moderate obstcale,,No,No,Retail
Green,5,10,Domestic,Minor obstcale,,No,No,Food
Green,15,15,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,7,5,Domestic,Moderate obstcale,,No,No,Food
Green,10,14,Domestic,Major obstcale,,No,Yes,Garments
Green,6,12,Domestic,Major obstcale,,No,No,Garments
Green,10,10,Domestic,Major obstcale,,No,No,Manufacturing
Green,15,7,Domestic,Moderate obstcale,,No,No,Wholesale
Green,6,8,Domestic,Major obstcale,,No,No,Manufacturing
Green,8,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,9,25,Domestic,Minor obstcale,,No,No,Wholesale
Green,10,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,15,8,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,6,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,20,40,Domestic,No obstcale,,No,No,Manufacturing
Green,10,6,Domestic,Moderate obstcale,,No,No,Construction
Green,20,22,Domestic,Minor obstcale,,No,No,Construction
Green,12,30,Domestic,Moderate obstcale,,No,No,Retail
Green,10,8,Domestic,Moderate obstcale,,No,No,Retail
Green,14,7,Domestic,Major obstcale,,No,Yes,Hotel and restaurants
Green,8,8,Domestic,Minor obstcale,,No,No,Wholesale
Green,20,20,Domestic,Moderate obstcale,,No,No,Food
Green,18,8,Domestic,Minor obstcale,,No,No,Food
Green,40,27,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,20,5,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,25,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,10,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,10,20,Domestic,Major obstcale,,No,No,Manufacturing
Green,23,9,Domestic,Moderate obstcale,,No,No,Services
Green,20,35,Domestic,No obstcale,,No,No,Construction
Green,18,10,Domestic,Moderate obstcale,,No,No,Construction
Green,18,8,Domestic,Moderate obstcale,,No,No,Construction
Green,10,12,Domestic,Minor obstcale,,No,No,Construction
Green,10,10,Domestic,Moderate obstcale,,No,No,Construction
Green,6,20,Domestic,Moderate obstcale,,No,No,Construction
Green,10,20,Domestic,Moderate obstcale,,No,No,Wholesale
Green,18,12,Domestic,Major obstcale,,No,No,Wholesale
Green,13,8,Domestic,Moderate obstcale,,No,No,Construction
Green,13,10,Domestic,Major obstcale,,No,No,Construction
Green,50,30,Domestic,Moderate obstcale,,No,No,Construction
Green,15,3,Domestic,Moderate obstcale,,No,No,Construction
Green,21,20,Domestic,Severe obstcale,,No,No,Retail
Green,13,12,Domestic,Major obstcale,,No,No,Retail
Green,30,12,Domestic,Major obstcale,,No,No,Retail
Green,29,20,Domestic,Moderate obstcale,,No,No,Retail
Green,18,15,Domestic,Moderate obstcale,,No,No,Retail
Green,11,11,Domestic,Moderate obstcale,,No,No,Retail
Green,26,15,Domestic,Moderate obstcale,,No,No,Services
Green,18,16,Domestic,Moderate obstcale,,No,Yes,Construction
Green,16,8,Domestic,Moderate obstcale,,No,No,Food
Green,8,14,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,15,10,Domestic,Major obstcale,,No,No,Hotel and restaurants
Green,200,15,Domestic,Major obstcale,,No,Yes,Food
Green,180,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,200,8,Domestic,Major obstcale,,No,No,Manufacturing
Green,60,25,Domestic,Moderate obstcale,,No,No,Wholesale
Green,180,25,Domestic,No obstcale,,No,Yes,Construction
Green,10,10,Domestic,Moderate obstcale,,No,No,Retail
Green,65,10,Domestic,Moderate obstcale,,No,Yes,Construction
Green,40,18,Domestic,Moderate obstcale,,No,No,Retail
Green,36,10,Domestic,Moderate obstcale,,No,Yes,Retail
Green,65,10,Domestic,Minor obstcale,,No,No,Retail
Green,5,23,Domestic,Moderate obstcale,,No,Yes,Retail
Green,40,6,Domestic,Moderate obstcale,,No,Yes,Construction
Green,6,8,Domestic,No obstcale,,No,Yes,Food
Green,120,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,15,30,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,50,20,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,15,1,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,15,15,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,35,20,Domestic,Major obstcale,,No,Yes,Manufacturing
Green,120,30,Domestic,No obstcale,,No,No,Food
Green,75,20,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Green,35,40,Domestic,Major obstcale,,Yes,No,Manufacturing
Green,180,6,Domestic,No obstcale,,No,No,Manufacturing
Green,100,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,100,3,Domestic,Moderate obstcale,,No,No,Wholesale
Green,60,10,Domestic,Moderate obstcale,,No,No,Garments
Green,200,40,Domestic,Moderate obstcale,,No,No,Wholesale
Green,120,30,Domestic,Major obstcale,,No,No,Manufacturing
Green,70,20,Domestic,Moderate obstcale,,No,No,Garments
Green,8,3,Domestic,Moderate obstcale,,No,No,Garments
Green,100,40,Domestic,No obstcale,,No,No,Manufacturing
Green,40,20,Domestic,No obstcale,,No,No,Construction
Green,80,40,Domestic,Moderate obstcale,,No,No,Services
Green,5,18,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,107,25,Domestic,Major obstcale,,No,No,Manufacturing
Green,5,20,Domestic,Minor obstcale,,Yes,No,Wholesale
Green,90,30,Domestic,Minor obstcale,,No,No,Wholesale
Green,21,22,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Green,13,9,Domestic,No obstcale,,No,No,Retail
Green,115,15,Domestic,No obstcale,,Yes,No,Manufacturing
Green,98,18,Domestic,Minor obstcale,,No,No,Manufacturing
Green,111,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,50,20,Domestic,No obstcale,,Yes,No,Manufacturing
Green,23,18,Domestic,No obstcale,,No,No,Manufacturing
Green,151,25,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,102,20,Domestic,Minor obstcale,,No,No,Manufacturing
Green,16,17,Domestic,Moderate obstcale,,No,No,Retail
Green,22,21,Domestic,Minor obstcale,,No,No,Wholesale
Green,221,18,Domestic,No obstcale,,Yes,No,Wholesale
Green,5,10,Domestic,No obstcale,,No,Yes,Retail
Green,23,20,Domestic,No obstcale,,No,No,Wholesale
Green,37,25,Domestic,No obstcale,,No,No,Manufacturing
Green,20,10,Domestic,Minor obstcale,,Yes,No,Manufacturing
Green,147,25,Domestic,No obstcale,,No,No,Manufacturing
Green,130,5,Domestic,No obstcale,,No,No,Manufacturing
Green,21,24,Domestic,Moderate obstcale,,No,No,Wholesale
Green,167,10,Domestic,No obstcale,,Yes,No,Food
Green,10,12,Domestic,No obstcale,,No,No,Manufacturing
Green,102,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,35,17,Domestic,No obstcale,,No,No,Manufacturing
Green,42,25,Domestic,No obstcale,,Yes,No,Manufacturing
Green,98,20,Domestic,Moderate obstcale,,Yes,No,Wholesale
Green,20,12,Domestic,Minor obstcale,,No,No,Retail
Green,161,3,Domestic,No obstcale,,Yes,No,Manufacturing
Green,25,2,Domestic,Moderate obstcale,,No,No,Garments
Green,5,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,23,6,Domestic,No obstcale,,No,Yes,Wholesale
Green,34,26,Domestic,Minor obstcale,,No,No,Wholesale
Green,20,19,Foreign,Minor obstcale,,No,No,Manufacturing
Green,24,25,Domestic,No obstcale,,No,Yes,Manufacturing
Green,93,15,Domestic,Minor obstcale,,No,Yes,Manufacturing
Green,33,30,Foreign,No obstcale,,Yes,No,Manufacturing
Green,21,25,Domestic,No obstcale,,No,No,Manufacturing
Green,11,28,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,152,25,Domestic,Moderate obstcale,,Yes,No,Services
Green,25,20,Domestic,No obstcale,,No,Yes,Services
Green,5,19,Domestic,Minor obstcale,,No,No,Manufacturing
Green,7,16,Domestic,Major obstcale,,No,No,Manufacturing
Green,5,10,Domestic,Moderate obstcale,,No,No,Food
Green,121,26,Foreign,Moderate obstcale,,No,No,Wholesale
Green,150,20,Domestic,Minor obstcale,,No,No,Manufacturing
Green,74,25,Domestic,Major obstcale,,No,No,Construction
Green,20,20,Domestic,Minor obstcale,,No,No,Wholesale
Green,23,20,Domestic,No obstcale,,No,No,Construction
Green,12,3,Domestic,No obstcale,,No,No,Wholesale
Green,195,22,Foreign,Moderate obstcale,,No,No,Wholesale
Green,6,25,Domestic,Minor obstcale,,No,No,Retail
Green,110,25,Domestic,No obstcale,,No,No,Services
Green,26,20,Domestic,Minor obstcale,,No,No,Services
Green,21,26,Domestic,Moderate obstcale,,No,No,Services
Green,245,20,Foreign,No obstcale,,No,Yes,Manufacturing
Green,20,24,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,93,25,Domestic,No obstcale,,Yes,Yes,Manufacturing
Green,124,15,Domestic,Moderate obstcale,,Yes,No,Manufacturing
Green,5,15,Domestic,Major obstcale,,No,No,Services
Green,35,15,Domestic,No obstcale,,Yes,No,Manufacturing
Green,5,11,Domestic,Moderate obstcale,,No,No,Wholesale
Green,165,26,Domestic,No obstcale,,No,No,Retail
Green,22,25,Domestic,Major obstcale,,No,No,Services
Green,8,5,Domestic,Severe obstcale,,No,No,Services
Green,6,21,Domestic,Moderate obstcale,,No,No,Manufacturing
Green,7,16,Domestic,Moderate obstcale,,No,No,Manufacturing
